name,assignment,length,begin,end,species,species-score,type,type support,major lineage,major lineage support,minor lineage,minor lineage support,minor lineage,minor lineage support
MT921572,2II,10720,4,10723,dengue virus type 2,,II,100,Could not assign,,,,,
HM631867,2III_D.1.1,10680,23,10700,dengue virus type 2,,III,100,D,100,1,100,,
KX225485,2II_D.1,10668,23,10690,dengue virus type 2,,II,100,D,100,1,100,1,100
KX225486,2II_D.1,10631,47,10677,dengue virus type 2,,II,100,D,100,1,100,,
HM631866,2III_D.1,10680,23,10700,dengue virus type 2,,III,100,D,100,1,100,,
HM631868,2III_D.1.3,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,Could not assign,
MH822939,2II_A.1,10611,3,10624,dengue virus type 2,,II,100,A,100,1,100,3,100
MH822940,2II_A.1,10589,1,10589,dengue virus type 2,,II,100,A,100,1,99,,
MH822941,2II_A.1,10589,1,10589,dengue virus type 2,,II,100,A,100,1,99,,
MH822942,2II_A.1,10617,1,10617,dengue virus type 2,,II,100,A,100,1,100,,
MH822943,2II_A.1,10485,76,10560,dengue virus type 2,,II,100,A,100,1,100,,
MH822944,2II_A.1,10718,1,10718,dengue virus type 2,,II,100,A,100,1,100,,
MH822945,2II_A.1,10564,1,10564,dengue virus type 2,,II,100,A,100,1,100,,
MH822946,2II_A.1,10596,1,10596,dengue virus type 2,,II,100,A,100,1,100,,
MH822947,2II_A.1,10649,1,10649,dengue virus type 2,,II,100,A,100,1,100,,
MH822948,2II_A.1,10695,1,10695,dengue virus type 2,,II,100,A,100,1,100,,
MH822949,2II_A.2.2,10719,1,10719,dengue virus type 2,,II,100,A,100,2,100,,
MH822950,2II_A.2.1,10551,23,10573,dengue virus type 2,,II,100,A,100,2,100,2,100
MH822951,2II_A.2.1,10574,23,10596,dengue virus type 2,,II,100,A,100,2,100,1,100
MH822952,2II_A.2.1,10574,23,10596,dengue virus type 2,,II,100,A,100,2,100,1,100
MH822953,2II_A.2.1,10558,23,10580,dengue virus type 2,,II,100,A,100,2,100,1,100
MH822954,2II_A.2.1,10608,23,10630,dengue virus type 2,,II,100,A,100,2,100,1,100
MH822955,2II_A.2.1,10607,23,10629,dengue virus type 2,,II,100,A,100,2,100,1,100
MH822956,2II_A.2.1,10625,23,10647,dengue virus type 2,,II,100,A,100,2,100,1,100
MH823208,2II_F,10723,1,10723,dengue virus type 2,,II,100,F,100,Related to but not part of 1,,1,100
MH827525,2II_F.2,10724,1,10723,dengue virus type 2,,II,100,F,100,2,100,,
MH827526,2II_E.2,10724,1,10723,dengue virus type 2,,II,100,E,100,2,100,Related to but not part of 1,
MH827527,2II_D.3,10724,1,10723,dengue virus type 2,,II,100,D,100,3,100,,
MH827528,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,,
MH827529,2II_A.1,10724,1,10723,dengue virus type 2,,II,100,A,100,1,100,Related to but not part of 2,
MH827530,2II_F,10724,1,10723,dengue virus type 2,,II,100,F,100,Related to but not part of 1,,,
MH827531,2V_A,10724,1,10723,dengue virus type 2,,V,100,A,100,Could not assign,,,
MH827532,2V_A,10724,1,10723,dengue virus type 2,,V,100,A,100,Related to but not part of 4,,,
MH827533,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,,
MH827534,2II_D.3,10724,1,10723,dengue virus type 2,,II,100,D,100,3,100,Related to but not part of 2,
MH827535,2II_A.1,10724,1,10723,dengue virus type 2,,II,100,A,100,1,100,,
MH827536,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,,
MH827537,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
MH827538,2V_A.1,10724,1,10723,dengue virus type 2,,V,100,A,100,1,100,Related to but not part of 1,
MH827539,2II_F.2.1,10724,1,10723,dengue virus type 2,,II,100,F,100,2,100,,
MH827540,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,1,100
MH827541,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827542,2II_C.1,10724,1,10723,dengue virus type 2,,II,100,C,100,1,100,Related to but not part of 1,
MH827543,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,,
MH827544,2II_E.2,10724,1,10723,dengue virus type 2,,II,100,E,100,2,100,Could not assign,
MH827545,2II_C.1,10724,1,10723,dengue virus type 2,,II,100,C,100,1,100,,
MH827546,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,,
MH827547,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827548,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827549,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827550,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827551,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827552,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827553,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH827554,2II_F.1,10724,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KY794785,2II_E.2,10657,22,10678,dengue virus type 2,,II,100,E,100,2,100,Related to but not part of 1,
KX274130,dengue virus type 2,10736,1,10722,dengue virus type 2,,Related to but not part of VI,,,,,,,
KY849763,2V_A,10669,25,10694,dengue virus type 2,,V,100,A,92,Related to but not part of 4,,,
KY849764,2V_A,10674,25,10699,dengue virus type 2,,V,100,A,88,Related to but not part of 4,,,
KY849765,2V,10675,25,10699,dengue virus type 2,,V,100,Related to but not part of A,,,,,
KY849766,2V_A,10675,25,10699,dengue virus type 2,,V,100,A,87,Related to but not part of 4,,,
KY849767,2V_A,10675,25,10699,dengue virus type 2,,V,100,A,88,Related to but not part of 4,,,
KY849768,2V_A.3,10675,25,10699,dengue virus type 2,,V,100,A,79,3,100,,
KX372564,2II_F.1,10723,1,10723,dengue virus type 2,,II,100,F,100,1,100,,
KX380807,2II_D,10722,1,10722,dengue virus type 2,,II,100,D,100,Related to but not part of 1,,Related to but not part of 2,
KX380808,2II_F,10723,1,10723,dengue virus type 2,,II,100,F,100,Related to but not part of 1,,,
KX380809,2II_F.2.2,10722,1,10722,dengue virus type 2,,II,100,F,100,2,100,,
KX380810,2II_F.2.2,10720,1,10720,dengue virus type 2,,II,100,F,100,2,100,2,100
KX380811,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,2,100
KX380812,2II_E.1,10722,1,10722,dengue virus type 2,,II,100,E,100,1,100,,
KX380813,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KX380814,2II_E.1,10677,1,10676,dengue virus type 2,,II,100,E,100,1,100,,
KX380815,2II_F,10722,1,10722,dengue virus type 2,,II,100,F,100,Related to but not part of 1,,,
KX380816,2II_E.1,10719,1,10719,dengue virus type 2,,II,100,E,100,1,100,,
KX380817,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KX380818,2II_F,10723,1,10723,dengue virus type 2,,II,100,F,100,Related to but not part of 1,,,
KX380819,2II_F.2.2,10722,1,10722,dengue virus type 2,,II,100,F,100,2,100,,
KX380820,2II_E.1,10722,1,10722,dengue virus type 2,,II,100,E,100,1,100,2,100
KX380821,2II_E.1,10721,1,10721,dengue virus type 2,,II,100,E,100,1,100,,
KX380822,2II_F.2.2,10722,1,10722,dengue virus type 2,,II,100,F,100,2,100,,
KX380823,2II_E.1,10705,1,10705,dengue virus type 2,,II,100,E,100,1,100,2,100
KX380824,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KX380825,2II_E.1,10722,1,10722,dengue virus type 2,,II,100,E,100,1,100,,
KX380826,2II_E.1,10720,1,10720,dengue virus type 2,,II,100,E,100,1,100,,
KX380827,2II_E.1,10721,1,10721,dengue virus type 2,,II,100,E,100,1,100,,
KX380828,2II_A.1,10723,1,10723,dengue virus type 2,,II,100,A,100,1,100,,
KX380829,2II_A.1,10722,1,10722,dengue virus type 2,,II,100,A,100,1,100,,
KX380830,2II_F.2.2,10720,1,10720,dengue virus type 2,,II,100,F,100,2,100,,
KX380831,2II_E.1,10718,1,10718,dengue virus type 2,,II,100,E,100,1,100,2,100
KX380832,2II_F.2.2,10721,1,10721,dengue virus type 2,,II,100,F,100,2,100,,
KX380833,2II_F.2.2,10722,1,10722,dengue virus type 2,,II,100,F,100,2,100,2,100
KX380834,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,2,100
KX380835,2II_F.2.2,10696,1,10696,dengue virus type 2,,II,100,F,100,2,100,,
KX380836,2II_F.2.2,10719,1,10719,dengue virus type 2,,II,100,F,100,2,100,2,100
KX380837,2II_E.1,10720,1,10720,dengue virus type 2,,II,100,E,100,1,100,2,100
KX380838,2II_F.2.2,10713,1,10713,dengue virus type 2,,II,100,F,100,2,100,,
MH888331,2V_A,10461,24,10484,dengue virus type 2,,V,100,A,100,Related to but not part of 4,,2,100
MH891768,2II_A.1,10716,1,10679,dengue virus type 2,,II,100,A,100,1,100,,
MH891770,2II_A.2.1,10446,20,10465,dengue virus type 2,,II,100,A,100,2,100,,
MH891772,2II_A.1,10510,6,10515,dengue virus type 2,,II,100,A,100,1,100,1,100
KY882458,2II_D.2,10723,1,10723,dengue virus type 2,,II,100,D,100,2,100,,
KY921904,2II_F.2.2,10723,1,10723,dengue virus type 2,,II,100,F,100,2,100,,
KY921905,2II_F.1,10723,1,10723,dengue virus type 2,,II,100,F,100,1,100,2,100
KY923048,dengue virus type 2,10737,1,10723,dengue virus type 2,,Related to but not part of VI,,,,,,Related to but not part of 1,
KX452015,2II_E,10796,1,10707,dengue virus type 2,,II,100,E,100,Related to but not part of 1,,,
KX452016,2II_F.1,10575,3,10589,dengue virus type 2,,II,100,F,100,1,100,,
KX452017,2II_F.1,10940,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452018,2II_F.1,10807,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452019,2II_F.1,10692,1,10595,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452020,2II_F.1,10660,1,10568,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452021,2II_F.1,10539,1,10488,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452022,2II_F.1,10667,1,10570,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452023,2II_F.1,10738,1,10592,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452024,2II_F.1,10816,1,10672,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452025,2II_F.1,10785,1,10719,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MK268692,2V,10721,1,10721,dengue virus type 2,,V,100,Could not assign,,,,Related to but not part of 2,
KX452026,2II_F.1,10674,1,10576,dengue virus type 2,,II,100,F,100,1,100,,
KX452027,2II_F.1,10720,1,10692,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452028,2II_F.1,10708,1,10610,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452029,2II_F.1,10627,1,10597,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452030,2II_F.1,10826,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452031,2II_F.1,10746,1,10646,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452032,2II_F.1,10780,1,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452033,2II_F.1,10627,1,10552,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452034,2II_F.1,10615,1,10524,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452035,2II_F.1,10686,1,10626,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452036,2II_F.1,10532,65,10596,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452037,2II_F.1,10615,1,10562,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452038,2II_F.1,10497,3,10509,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452039,2II_F.1,10554,29,10588,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452040,2II_F.1,10665,1,10572,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452041,2II_F.1,10676,1,10580,dengue virus type 2,,II,100,F,100,1,100,Could not assign,
KX452042,2II_F.1,10757,1,10665,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452043,2II_F.1,10741,1,10650,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452044,2II_F.1,10635,1,10589,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452045,2II_F.1,10661,1,10552,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452046,2II_F.1,10600,1,10554,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
KX452047,2II_F.1,10513,28,10552,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452048,2II_F.1,10556,13,10570,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX452049,2II_F.1,10708,1,10667,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KY937185,2II_A.1,10742,1,10723,dengue virus type 2,,II,100,A,100,1,100,Could not assign,
KY937186,2II_A.1,10742,1,10723,dengue virus type 2,,II,100,A,100,1,100,,
KY937187,2II_A.1,10742,1,10723,dengue virus type 2,,II,100,A,100,1,100,,
KY937188,2II_A.1,10741,1,10722,dengue virus type 2,,II,100,A,100,1,100,,
KY937189,2II_A.1,10734,1,10722,dengue virus type 2,,II,100,A,100,1,100,,
KY937190,2II_A.1,10741,1,10722,dengue virus type 2,,II,100,A,100,1,100,,
MN239505,2III_C.1.1,10664,2,10665,dengue virus type 2,,III,100,C,100,1,100,,
MN272404,2II_A.1,10724,1,10723,dengue virus type 2,,II,100,A,100,1,100,1,92
MN272405,2II_A.1,10724,1,10723,dengue virus type 2,,II,100,A,100,1,100,,
KX621245,2II_F.1,10681,43,10723,dengue virus type 2,,II,100,F,100,1,100,,
KX621246,2II_F.1,10681,43,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX621247,2II_F.1,10681,43,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX621248,2II_F.1,10681,43,10723,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
KX655786,2II_D.1,10653,23,10675,dengue virus type 2,,II,100,D,100,1,100,Related to but not part of 2,
KX655787,2II_D.1,10635,47,10681,dengue virus type 2,,II,100,D,100,1,100,,
KX655788,2II_D.1,10668,23,10690,dengue virus type 2,,II,100,D,100,1,100,,
MK411559,2II_F,10676,14,10689,dengue virus type 2,,II,100,F,100,Related to but not part of 1,,,
MK411558,2II_F,10696,11,10706,dengue virus type 2,,II,100,F,100,Related to but not part of 1,,,
KX702403,2III_C,10724,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KX702404,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KR779782,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KR779786,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
MH010629,2II_F.1,10690,1,10689,dengue virus type 2,,II,100,F,100,1,100,,
MN448607,1I_K,10179,95,10273,dengue virus type 1,,I,100,K,64,Related to but not part of 3,,Related to but not part of 1,
FJ810409,2V_A,10679,23,10700,dengue virus type 2,,V,100,A,99,Could not assign,,,
FJ810410,2V_E,10703,23,10723,dengue virus type 2,,V,100,E,100,,,,
FJ810411,2V_A,10678,23,10700,dengue virus type 2,,V,100,A,55,Could not assign,,,
FJ810412,2V_A,10737,23,10723,dengue virus type 2,,V,100,A,55,Could not assign,,,
FJ810418,2III_D.1.1,10677,23,10699,dengue virus type 2,,III,100,D,100,1,100,,
MH069495,2III_D.2,10619,10,10628,dengue virus type 2,,III,100,D,100,2,100,1,100
MH069496,2III_D.2,10694,10,10703,dengue virus type 2,,III,100,D,100,2,100,,
MH069497,2III_D.2,10711,11,10718,dengue virus type 2,,III,100,D,100,2,100,,
MH069498,2III_D.2,10704,20,10723,dengue virus type 2,,III,100,D,100,2,100,,
MH069499,2III_D.2,10712,13,10721,dengue virus type 2,,III,100,D,100,2,100,,
MH110564,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,,
MH110565,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110566,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110567,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110568,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110569,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110570,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110571,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110572,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110573,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110574,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 2,
MH110575,2II_A.1,10176,97,10272,dengue virus type 2,,II,100,A,100,1,100,Related to but not part of 1,
MH110576,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,,
MH110577,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110578,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110579,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110580,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110581,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110582,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110583,2II_A.1,10176,97,10272,dengue virus type 2,,II,100,A,100,1,100,Related to but not part of 1,
MH110584,2II_A.1,10176,97,10272,dengue virus type 2,,II,100,A,100,1,100,,
MH110585,2II_A.1,10176,97,10272,dengue virus type 2,,II,100,A,100,1,100,,
MH110586,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,,
MH110587,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110588,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110589,2II_A.1,10176,97,10272,dengue virus type 2,,II,100,A,100,1,100,Related to but not part of 1,
MH110590,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,,
MH110591,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110592,2II_A.1,10176,97,10272,dengue virus type 2,,II,100,A,100,1,100,Related to but not part of 1,
MH110593,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,,
MH110594,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110595,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110596,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110597,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110598,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110599,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110600,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110601,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110602,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
MH110603,2II_F.1,10176,97,10272,dengue virus type 2,,II,100,F,100,1,100,Related to but not part of 1,
LC111438,2II,10678,21,10698,dengue virus type 2,,II,100,Could not assign,,,,Related to but not part of 1,
LC121816,2II_A.2.1,10685,23,10707,dengue virus type 2,,II,100,A,100,2,100,,
LC129169,2V_A.3,10723,1,10723,dengue virus type 2,,V,100,A,84,3,100,1,100
HQ026763,2III_C,10176,97,10272,dengue virus type 2,,III,100,C,100,Could not assign,,,
KM204118,dengue virus type 2,10723,1,10723,dengue virus type 2,,Related to but not part of IV,,,,,,,
FJ850050,2III_D.1.1,10660,33,10691,dengue virus type 2,,III,100,D,100,1,100,,
FJ850051,2III_D.1.1,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,1,100
FJ850053,2III_D.1.3,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,1,100
FJ850054,2III_D.1.3,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,3,100
KM279588,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,3,100
KM279586,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279590,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279592,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279582,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
FJ850060,2III_D.1,10729,23,10723,dengue virus type 2,,III,100,D,100,1,100,,
KM279581,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,Could not assign,
KM279579,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279575,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,minor lineage,minor lineage support
KM279571,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279566,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
FJ850061,2III_D,10690,38,10723,dengue virus type 2,,III,100,D,100,Related to but not part of 1,,,
KM279565,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279561,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279558,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279556,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279555,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
FJ850062,2III_D.1,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,,
KM279552,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,Related to but not part of 3,
KM279541,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279538,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279524,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
KM279523,2II_E.1,10723,1,10723,dengue virus type 2,,II,100,E,100,1,100,,
FJ850063,2III_D.1,10679,23,10699,dengue virus type 2,,III,100,D,100,1,100,,
FJ850064,2III_D.1,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,Related to but not part of 3,
FJ850065,2III_D,10679,23,10700,dengue virus type 2,,III,100,D,100,Related to but not part of 1,,Could not assign,
FJ850066,2III_D.1,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,,
FJ850067,2III_D.1.3,10679,23,10700,dengue virus type 2,,III,100,D,100,1,100,Related to but not part of 3,
FJ850072,2III_B,10677,23,10699,dengue virus type 2,,III,100,B,100,,,3,100
KM217158,2II_A.1,10656,33,10688,dengue virus type 2,,II,100,A,100,1,100,,
FJ850074,2III,10678,23,10700,dengue virus type 2,,III,100,Could not assign,,,,,
KM217156,2II_A.1,10656,33,10688,dengue virus type 2,,II,100,A,100,1,100,,
FJ850076,2III,10663,37,10699,dengue virus type 2,,III,100,Could not assign,,,,,
KF744407,2IV,10176,97,10272,dengue virus type 2,,IV,100,,,,,,
KF744406,2IV,10176,97,10272,dengue virus type 2,,IV,100,,,,,,
KF744405,2IV,10176,97,10272,dengue virus type 2,,IV,100,,,,,,
KF744403,2IV,10176,97,10272,dengue virus type 2,,IV,100,,,,,,
KF744401,2IV,10176,97,10272,dengue virus type 2,,IV,100,,,,,,
KF744400,2IV,10176,97,10272,dengue virus type 2,,IV,100,,,,,,
KF744398,2II_C.2,10176,97,10272,dengue virus type 2,,II,100,C,100,2,100,,
KJ701507,2II_A.1,10656,33,10688,dengue virus type 2,,II,100,A,100,1,100,,
KY474329,2III_D.3,10648,23,10668,dengue virus type 2,,III,100,D,100,3,100,,
JX669485,2III_B,10723,1,10723,dengue virus type 2,,III,100,B,100,,,,
JX669484,2III_B,10723,1,10723,dengue virus type 2,,III,100,B,100,,,,
JX669482,2III_B,10726,1,10723,dengue virus type 2,,III,100,B,100,,,,
JX669480,2III_B,10723,1,10723,dengue virus type 2,,III,100,B,100,,,,
JX669477,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
JX649148,2III_A,10723,1,10723,dengue virus type 2,,III,100,A,100,Could not assign,,,
FJ850078,2III,10667,33,10699,dengue virus type 2,,III,100,Could not assign,,,,,
JX966379,2I,10713,1,10723,dengue virus type 2,,I,100,,,,,,
JX966380,2I,10712,1,10723,dengue virus type 2,,I,100,,,,,,
JX286525,2III_C,10596,34,10630,dengue virus type 2,,III,100,C,100,Could not assign,,,
JX286522,2III_C,10599,34,10633,dengue virus type 2,,III,100,C,100,Could not assign,,,
FJ850082,2III,10679,23,10701,dengue virus type 2,,III,100,Could not assign,,,,,
JX286521,2III_C,10597,34,10631,dengue virus type 2,,III,100,C,100,Could not assign,,,
KJ830750,2II_A.1,10718,1,10700,dengue virus type 2,,II,100,A,100,1,100,,
FJ390389,dengue virus type 2,10632,23,10656,dengue virus type 2,,Related to but not part of IV,,,,,,,
KJ189311,2III_D,10715,10,10723,dengue virus type 2,,III,100,D,100,Related to but not part of 1,,,
KJ189310,2III_D,10520,11,10530,dengue virus type 2,,III,100,D,100,Related to but not part of 1,,,
KC294222,2III_B,10723,1,10723,dengue virus type 2,,III,100,B,100,,,,
KC294221,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294219,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294218,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294217,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294213,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294211,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294210,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294207,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
KC294206,2III_C,10723,1,10723,dengue virus type 2,,III,100,C,100,Could not assign,,,
